PNM ID,Last Name,First Name,Major,Minor,Year,Hometown,Hobbies,College Involvement,High School Involvement
1899,Garcia,Vivian,Nursing,Environmental Studies,Freshman,"Saint Paul, MN","Kayaking, Content Creation, Photography","Debate Society, Campus Cultural Org, Habitat for Humanity",National Honor Society
1900,Sterling,Willow,Finance,Chinese,Freshman,"Fort Wayne, IN","Houseplant Collecting, Trail Running","Case Competition Team, Urban Sketching Club, Entrepreneurship Club",National Honor Society
1901,Clark,Lucy,Chemistry,Graphic Design,Freshman,"Montclair, NJ","Urban Sketching, Board Games","Sustainability Club, Supply Chain Association, Consulting Club",National Honor Society
1902,Beaumont,Emma,Public Relations,Computer Science,Sophomore,"New Orleans, LA","Poetry, Film Photography","Debate Society, Habitat for Humanity","Treasurer, Project Lead"
1903,Lewis,Rowan,Secondary Education,Philosophy,Junior,"Harrisburg, PA","Houseplant Collecting, Barre","Entrepreneurship Club, Student Programming Association, Museum/Archives Club","National Honor Society, Team Captain"
1904,Mehta,Ella,Supply Chain,Philosophy,Freshman,"Raleigh, NC","Vintage Collecting, Painting, Gardening","Model UN, Makers Club",National Honor Society
1905,Garcia,Madison,Early Childhood Education,Criminology,Sophomore,"El Paso, TX","Fashion Styling, Film Photography, Calligraphy","Volunteer Tutoring, Education Society",Treasurer
1906,Martin,Iris,Applied Mathematics,Graphic Design,Freshman,"Miami, FL","Baking, Creative Writing","Content Creators Club, Professional Development Club, Pre-Health Society",National Honor Society
1907,Kaur,Lily,Journalism,Entrepreneurship,Freshman,"Boulder, CO","Baking, Sudoku, Chess","THON Committee, Wellness Club, UX Design Club",National Honor Society
1908,Mehta,Lucy,Education,Statistics,Freshman,"Baltimore, MD","Fashion Styling, Composting, Podcast Hosting","Intramural Soccer, Pre-Law Society",National Honor Society
1909,Miller,Noor,Public Policy,Italian,Sophomore,"Park City, UT","Snowboarding, Photography","Debate Society, Campus Radio",Committee Lead
1910,Beaumont,Zoey,History,Studio Art,Freshman,"Dover, DE","Vlogging, Vintage Collecting","Case Competition Team, Museum/Archives Club",Cheerleading Captain
1911,Khan,Lucy,Sustainability Studies,Data Science,Freshman,"Phoenixville, PA","Pilates, Swimming","Intramural Soccer, Student Programming Association",National Honor Society
1912,Jones,Sydney,Graphic Design,Ethics,Sophomore,"West Chester, PA","Dance, Videography, Houseplant Collecting","Art Club, Professional Development Club, Sustainability Club","Project Lead, Treasurer"
1913,Carter,Ella,Health Policy,Film Studies,Sophomore,"Staten Island, NY","Photography, Songwriting","TV/Media Club, Club Volleyball",Committee Lead
1914,Williams,Sloane,Sustainability Studies,Spanish,Sophomore,"Miami, FL","Dance, Photo Editing, Pickleball","Urban Sketching Club, Debate Society","Project Lead, Team Captain"
1915,Wright,Freya,Early Childhood Education,Spanish,Freshman,"Albuquerque, NM","Sustainability Projects, Swimming, Pilates Reformer","Data Science Club, Consulting Club",National Honor Society
1916,Brooks,Olivia,International Studies,Journalism,Sophomore,"St. Louis, MO","Painting, Swimming","Club Volleyball, International Affairs Club",Project Lead
1917,Nguyen,Juniper,Art History,Philosophy,Freshman,"Fort Collins, CO","Composting, Sustainability Projects","International Affairs Club, Makers Club","Cheerleading Captain, National Honor Society"
1918,Thorne,Riya,Mechanical Engineering,Data Science,Freshman,"Boston, MA","Vintage Collecting, Graphic Design","Community Outreach Club, Outing Club, Makers Club",National Honor Society
1919,Petrov,Leah,Industrial Engineering,Arabic,Sophomore,"Madison, WI","Indoor Cycling, Urban Sketching, Volleyball","Public Speaking Club, Photography Club","National Honor Society, Project Lead"
1920,Reynolds,Lucia,Energy Engineering,Graphic Design,Sophomore,"Wilkes-Barre, PA","Houseplant Collecting, Yoga","Art Club, Supply Chain Association, Investment Club","Team Captain, Committee Lead"
1921,Cohen,Isla,Data Science,Energy Business,Sophomore,"Tucson, AZ","Embroidery, Hiking","International Affairs Club, Public Speaking Club, Habitat for Humanity",Team Captain
1922,Murphy,Sydney,Secondary Education,Chinese,Freshman,"Seattle, WA","Sudoku, Chess","Public Speaking Club, Case Competition Team",National Honor Society
1923,Levy,Juliet,Psychology,Arabic,Freshman,"Athens, GA","Ukulele, Bread Making, Graphic Design","Sustainability Club, Women in Business",National Honor Society
1924,Cohen,Meera,Secondary Education,Art History,Freshman,"Los Angeles, CA","Vintage Collecting, Blog Writing","Public Health Club, Makers Club",National Honor Society
1925,Jones,Anya,Criminology,Global Studies,Freshman,"Worcester, MA","Pilates, Tennis, Houseplant Collecting","Makers Club, Honors Society, Design Club",National Honor Society
1926,Cohen,Brooke,Special Education,International Studies,Sophomore,"Baltimore, MD","Fashion Styling, Journaling","Campus Radio, Club Volleyball, Case Competition Team",Team Captain
1927,Goldberg,Siyona,Chemistry,Economics,Freshman,"Morristown, NJ","Rock Climbing, Digital Illustration","Public Speaking Club, Campus Radio",National Honor Society
1928,Hayes,Evelyn,Health Policy,Chinese,Freshman,"Scranton, PA","Pilates, Oil Painting, Vlogging","Debate Society, Photography Club, Wellness Club",National Honor Society
1929,Thompson,Grace,Arabic,Human Development,Freshman,"Miami, FL","Rock Climbing, Calligraphy","Campus Cultural Org, Peer Mentor Program",National Honor Society
1930,Thorne,Beatrix,Biochemistry,Chinese,Freshman,"Princeton, NJ","Content Creation, Gardening, Pickleball","Pre-Med Club, TV/Media Club",National Honor Society
1931,Gupta,Aurora,Elementary Education,Journalism,Freshman,"Dublin, IE","Board Games, Coffee Brewing","Public Health Club, Photography Club",National Honor Society
1932,Kapoor,Anya,Biomedical Engineering,Mathematics,Freshman,"Durham, NC","Swimming, Photography","Research Lab Assistant, Supply Chain Association","National Honor Society, Student Government President"
1933,Miller,Sofia,Mechanical Engineering,Italian,Freshman,"Seattle, WA","Cooking, Fashion Styling, Paddleboarding","ASME Member, Business Fraternity, THON Committee",National Honor Society
1934,Lopez,Nora,Finance,Energy Business,Freshman,"Knoxville, TN","Blog Writing, Houseplant Collecting","Investment Club, Museum/Archives Club, Design Club",Cheerleading Captain
1935,Harris,Freya,Graphic Design,Philosophy,Sophomore,"Athens, GA","Content Creation, Baking","Sustainability Club, Student Government","National Honor Society, Team Captain"
1936,Rivera,Olivia,Journalism,Environmental Studies,Freshman,"Hershey, PA","Digital Illustration, Yoga","Volunteer Tutoring, Public Health Club",National Honor Society
1937,Castillo,Charlotte,Communications,Entrepreneurship,Freshman,"Durham, NC","Choir Singing, Graphic Design, Hiking","Public Health Club, Community Outreach Club",National Honor Society
1938,Foster,Harper,Art History,Journalism,Junior,"Toronto, ON","Skiing, Content Creation","Campus Radio, Product Management Club, Film Club",Treasurer
1939,Rahman,Emma,Digital Media,Business,Freshman,"Conshohocken, PA","Rock Climbing, Indoor Cycling, Volleyball","Language Exchange Club, Community Outreach Club, Entrepreneurship Club",National Honor Society
1940,Patel,Piper,Cognitive Science,Art History,Sophomore,"Pittsburgh, PA","Content Creation, Creative Writing","Photography Club, Hackathon Org","Team Captain, Treasurer"
1941,Desai,Riya,Applied Mathematics,Human Development,Freshman,"Erie, PA","Rock Climbing, Photo Editing","Wellness Club, Product Management Club",National Honor Society
1942,Thompson,Sage,Astronomy,Arabic,Sophomore,"Houston, TX","Videography, Trail Running, Photography","Intramural Soccer, UX Design Club","Treasurer, Committee Lead"
1943,Ali,Isabella,History,Communication Arts,Sophomore,"London, UK","Strength Training, Meal Prepping","Supply Chain Association, Entrepreneurship Club, THON Committee",Committee Lead
1944,Garcia,Nina,Mathematics,Film Studies,Freshman,"Media, PA","Sustainability Projects, Ukulele, Yoga","TV/Media Club, Product Management Club",National Honor Society
1945,Petrov,Anya,Studio Art,Chinese,Freshman,"Newport, RI","Painting, Photography","Community Outreach Club, Supply Chain Association",National Honor Society
1946,Desai,Sofia,Education,Sustainability,Freshman,"Los Angeles, CA","Fashion Styling, Houseplant Collecting","Museum/Archives Club, Public Speaking Club, Business Fraternity",National Honor Society
1947,Ali,Anya,Psychology,Statistics,Junior,"Houston, TX","Hiking, Vintage Collecting","Daily Collegian, Content Creators Club","Treasurer, Team Captain"
1948,Martinez,Isla,Statistics,Legal Studies,Freshman,"Phoenixville, PA","Rock Climbing, Choir Singing","Wellness Club, Makers Club, Women in Tech (WICS)",National Honor Society
1949,Garcia,Sophia,Public Relations,Chinese,Freshman,"Dayton, OH","Kayaking, Podcast Hosting","Makers Club, Consulting Club",National Honor Society
1950,SigmundJohnson,Juliet,Supply Chain,Spanish,Freshman,"Stamford, CT","Fashion Styling, Gaming","Peer Mentor Program, Pre-Health Society",National Honor Society
1951,Mehta,Zoey,Nutritional Sciences,Communication Arts,Junior,"Baltimore, MD","Urban Sketching, Chess, Indoor Cycling","Museum/Archives Club, Campus Radio, Language Exchange Club",Committee Lead
1952,Jackson,Emily,Public Relations,Health Policy,Freshman,"Hoboken, NJ","Sewing, Thrifting","Intramural Soccer, Accounting Society, Photography Club",National Honor Society
1953,Smirnov,Noor,Microbiology,Italian,Sophomore,"Morgantown, WV","Choir Singing, Coffee Brewing","Wellness Club, Campus Radio",Project Lead
1954,Jones,Siyona,Neuroscience,Environmental Studies,Sophomore,"Jacksonville, FL","Audio Editing, Swimming","Debate Society, Public Health Club","National Honor Society, Committee Lead"
1955,Miller,Hazel,Rehabilitation and Human Services,German,Freshman,"Las Vegas, NV","Board Games, Audio Editing, Creative Writing","Student Programming Association, Investment Club",National Honor Society
1956,Khan,Violet,Finance,Environmental Studies,Freshman,"Hartford, CT","Piano, Calligraphy, Dance","Museum/Archives Club, Sustainability Club, Product Management Club",National Honor Society
1957,Kim,Cecilia,Electrical Engineering,Mathematics,Freshman,"Boston, MA","Composting, Fashion Styling","Hackathon Org, Volunteer Tutoring, Intramural Soccer",National Honor Society
1958,Mendoza,Noor,International Politics,Ethics,Freshman,"Charlotte, NC","Gardening, Houseplant Collecting, Songwriting","Sustainability Club, Community Outreach Club",National Honor Society
1959,Rivera,Lucia,Landscape Architecture,Journalism,Sophomore,"Paris, FR","Vintage Collecting, Gaming","Debate Society, Club Lacrosse, Film Club",Treasurer
1960,Hayes,Hazel,Communications,Human Development,Freshman,"El Paso, TX","Film Photography, Houseplant Collecting, Graphic Design","Accounting Society, Pre-Health Society",National Honor Society
1961,Brooks,Sloane,Elementary Education,International Relations,Sophomore,"Spokane, WA","Pilates Reformer, Calligraphy, Embroidery","Sustainability Club, Daily Collegian",Committee Lead
1962,Taylor,Hazel,Cognitive Science,Studio Art,Freshman,"Louisville, KY","Coffee Brewing, Painting, Tennis","Language Exchange Club, Museum/Archives Club, Public Health Club",National Honor Society
1963,Sanders,Stella,Chemical Engineering,Philosophy,Sophomore,"Dover, DE","Swimming, Sewing","Student Government, Museum/Archives Club, Club Volleyball","National Honor Society, Committee Lead"
1964,White,Hazel,Graphic Design,Criminology,Sophomore,"Fort Lauderdale, FL","Tennis, Gardening","Wellness Club, Honors Society","Committee Lead, Team Captain"
1965,Ivanova,Aaliyah,Italian,Entrepreneurship,Sophomore,"Norwalk, CT","Content Creation, Sewing","Peer Mentor Program, International Affairs Club",Project Lead
1966,Kuznetsova,Anika,Chemistry,Business,Sophomore,"Jacksonville, FL","Watercolor, Audio Editing, Gaming","Club Volleyball, DEI Council, Volunteer Tutoring","National Honor Society, Treasurer"
1967,Garcia,Sydney,Neuroscience,Sociology,Freshman,"Columbia, SC","Dance, Film Photography","Residence Hall Association, Public Health Club",National Honor Society
1968,O'Connor,Abigail,International Politics,Global Studies,Freshman,"Phoenixville, PA","Sewing, Hiking, Meal Prepping","Business Fraternity, Accounting Society, Campus Cultural Org",National Honor Society
1969,Mendoza,Piper,Sustainability Studies,Cybersecurity,Freshman,"Albany, NY","Sudoku, Creative Writing","DEI Council, Volunteer Tutoring",National Honor Society
1970,Anderson,Noor,Data Science,Spanish,Sophomore,"Louisville, KY","Dance, Watercolor","Language Exchange Club, Daily Collegian","National Honor Society, Project Lead"
1971,Patel,Leah,Criminology,Statistics,Sophomore,"Oakland, CA","Digital Illustration, Calligraphy","Volunteer Tutoring, Pre-Health Society","National Honor Society, Committee Lead"
1972,Friedman,Salma,Anthropology,Criminology,Sophomore,"York, PA","Gaming, Chess","Content Creators Club, Peer Mentor Program, Habitat for Humanity","Project Lead, National Honor Society"
1973,Ivanova,Brooke,Management,Political Science,Freshman,"Buffalo, NY","Barre, Gardening","Consulting Club, Design Club",National Honor Society
1974,Parker,Aaliyah,Supply Chain,Energy Business,Freshman,"St. Louis, MO","Houseplant Collecting, Calligraphy","THON Committee, Student Programming Association",National Honor Society
1975,Sterling,Camille,Biochemistry,Data Science,Freshman,"Dublin, IE","Board Games, Piano","Model UN, Sustainability Club",National Honor Society
1976,Whitaker,Leah,Secondary Education,Mathematics,Junior,"Buffalo, NY","Film Photography, Painting","Residence Hall Association, Mock Trial","Cheerleading Captain, Team Captain"
1977,Singh,Aria,Applied Mathematics,International Studies,Sophomore,"Irvine, CA","Pilates Reformer, Reading","Sustainability Club, Public Speaking Club, Hackathon Org","Committee Lead, Treasurer"
1978,Jackson,Nina,Nutritional Sciences,Ethics,Freshman,"Tampa, FL","Film Photography, Bread Making","Entrepreneurship Club, Hackathon Org",National Honor Society
1979,Sullivan,Aaliyah,Rehabilitation and Human Services,Italian,Freshman,"Philadelphia, PA","Gaming, Piano","Investment Club, Intramural Soccer",National Honor Society
1980,Sullivan,Priya,Elementary Education,German,Freshman,"Indianapolis, IN","Cooking, Guitar, Hiking","Student Programming Association, Women in Business, Public Health Club",National Honor Society
